0.397184,0.404455,0.40874,0.405228,0.429032,0.421092,0.41887,0.229359,0.423031,0.436294,0.414645,0.442249,0.456693,0.397622,0.415206,0.415363,0.453938,0.431021,0.402048,0.425495
0.4113782500000001
