0.0178379,0.0176438,0.0230559,0.0217318,0.0179591,0.0170815,0.0183575,0.0186561,0.0176037,0.0206493,0.0221722,0.021676,0.019388,0.0188907,0.02211,0.0196805,0.0214844,0.0213145,0.0176481,0.023143
0.019904200000000004
