0.0160705,0.0166247,0.0221727,0.00825924,0.0215217,0.0220537,0.0191929,0.01207,0.0144912,0.0142385,0.0103591,0.0154327,0.0167962,0.0159886,0.0137772,0.016298,0.0125749,0.0123286,0.010425,0.00915452
0.014991498
