0.1453,0.256107,0.194353,0.311461,0.291796,0.199846,0.337681,0.414235,0.286227,0.394625,0.357055,0.427017,0.335689,0.389046,0.524048,0.442441,0.476609,0.3147,0.482134,0.406375
0.34933724999999993
