0.374771,0.393866,0.27653,0.210118,0.353476,0.255335,0.399772,0.239612,0.350819,0.256556,0.317481,0.24743,0.259286,0.339827,0.266249,0.272658,0.256363,0.3486,0.234463,0.238168
0.29456899999999997
